Protein_000,Protein_001,Protein_002,Protein_003,Protein_004,Protein_005,Protein_006,Protein_007,Protein_008,Protein_009,Protein_010,Protein_011,Protein_012,Protein_013,Protein_014,Protein_015,Protein_016,Protein_017,Protein_018,Protein_019,Protein_020,Protein_021,Protein_022,Protein_023,Protein_024,Protein_025,Protein_026,Protein_027,Protein_028,Protein_029,Protein_030,Protein_031,Protein_032,Protein_033,Protein_034,Protein_035,Protein_036,Protein_037,Protein_038,Protein_039,Protein_040,Protein_041,Protein_042,Protein_043,Protein_044,Protein_045,Protein_046,Protein_047,Protein_048,Protein_049,Protein_050,Protein_051,Protein_052,Protein_053,Protein_054,Protein_055,Protein_056,Protein_057,Protein_058,Protein_059,Protein_060,Protein_061,Protein_062,Protein_063,Protein_064,Protein_065,Protein_066,Protein_067,Protein_068,Protein_069,Protein_070,Protein_071,Protein_072,Protein_073,Protein_074,Protein_075,Protein_076,Protein_077,Protein_078,Protein_079,Protein_080,Protein_081,Protein_082,Protein_083,Protein_084,Protein_085,Protein_086,Protein_087,Protein_088,Protein_089,Protein_090,Protein_091,Protein_092,Protein_093,Protein_094,Protein_095,Protein_096,Protein_097,Protein_098,Protein_099,Protein_100,Protein_101,Protein_102,Protein_103,Protein_104,Protein_105,Protein_106,Protein_107,Protein_108,Protein_109,Protein_110,Protein_111,Protein_112,Protein_113,Protein_114,Protein_115,Protein_116,Protein_117,Protein_118,Protein_119,Protein_120,Protein_121,Protein_122,Protein_123,Protein_124,Protein_125,Protein_126,Protein_127,Protein_128,Protein_129,Protein_130,Protein_131,Protein_132,Protein_133,Protein_134,Protein_135,Protein_136,Protein_137,Protein_138,Protein_139,Protein_140,Protein_141,Protein_142,Protein_143,Protein_144,Protein_145,Protein_146,Protein_147,Protein_148,Protein_149,Protein_150,Protein_151,Protein_152,Protein_153,Protein_154,Protein_155,Protein_156,Protein_157,Protein_158,Protein_159,Protein_160,Protein_161,Protein_162,Protein_163,Protein_164,Protein_165,Protein_166,Protein_167,Protein_168,Protein_169,Protein_170,Protein_171,Protein_172,Protein_173,Protein_174,Protein_175,Protein_176,Protein_177,Protein_178,Protein_179,Protein_180,Protein_181,Protein_182,Protein_183,Protein_184,Protein_185,Protein_186,Protein_187,Protein_188,Protein_189,Protein_190,Protein_191,Protein_192,Protein_193,Protein_194,Protein_195,Protein_196,Protein_197,Protein_198,Protein_199,Protein_200,Protein_201,Protein_202,Protein_203,Protein_204,Protein_205,Protein_206,Protein_207,Protein_208,Protein_209,Protein_210,Protein_211,Protein_212,Protein_213,Protein_214,Protein_215,Protein_216,Protein_217,Protein_218,Protein_219,Protein_220,Protein_221,Protein_222,Protein_223,Protein_224,Protein_225,Protein_226,Protein_227,Protein_228,Protein_229,Protein_230,Protein_231,Protein_232,Protein_233,Protein_234,Protein_235,Protein_236,Protein_237,Protein_238,Protein_239,SampleID
6.6064,8.8112,9.3487,8.4475,7.3535,9.1577,8.4163,7.3151,7.4347,9.086,5.2497,9.6347,9.1867,7.5321,9.182,8.3984,8.7655,7.2604,8.0407,8.7365,8.7048,9.5475,8.3971,8.5695,8.7689,9.6011,9.2047,8.2947,8.2152,9.3551,8.879,9.188,8.6194,9.6204,8.6377,9.6017,7.1761,10.2759,9.3873,7.6592,8.2116,9.5225,8.5313,7.5207,7.4224,8.9794,,8.6472,8.1013,7.7258,7.512,8.6723,9.1897,9.3753,,7.6907,8.8552,8.4135,8.1753,8.837,8.0669,9.2839,10.5868,7.4674,8.0534,7.5008,8.5966,8.6984,9.5179,6.2063,10.5931,8.9325,8.6651,7.4439,9.3634,8.5626,6.7858,9.9975,7.5706,8.6051,8.7276,8.9846,6.8859,8.4933,9.1352,9.895,9.7134,7.0725,7.2139,8.5262,8.8432,8.4865,9.4405,7.6552,7.2643,9.2763,8.3473,9.7754,8.5007,6.8147,11.1877,8.7223,8.0396,9.0042,7.8335,8.0765,8.4034,8.2098,9.3821,6.1584,7.6914,7.2472,8.4528,7.4985,7.9042,8.9687,6.7637,7.2972,8.5078,8.6501,9.0232,9.0537,6.9495,10.4208,10.0116,6.8114,8.1147,9.1361,9.1471,9.1197,8.5637,9.5915,8.5114,8.1082,8.4274,9.2633,9.0889,7.9265,,8.9096,9.2402,8.2306,8.8074,7.6753,9.4132,8.4103,8.452,8.5412,9.409,8.4431,9.61,7.5737,8.3821,10.0707,8.3561,8.8719,7.4798,8.6587,7.7662,10.0036,10.0723,9.2546,7.1207,10.634,9.3668,8.2447,8.4312,9.1542,8.5438,8.8969,8.7806,9.0454,10.4068,8.7025,8.6188,8.5295,7.3598,9.3843,10.029,7.8066,7.4926,9.1344,8.9237,7.2306,7.7693,9.7385,7.8804,10.2969,8.0597,9.4167,9.7324,7.3262,10.4455,6.6872,9.7404,9.7451,8.3653,8.1448,8.9644,8.6934,9.3714,8.5329,7.6164,8.9938,8.7918,9.25,7.5012,9.6869,8.7384,8.155,8.3824,8.031,8.3198,10.5278,8.446,7.0169,9.1902,8.019,8.7162,7.1446,10.1824,9.3335,7.5606,8.2984,7.1773,8.1913,9.6048,7.1816,7.0258,8.3162,8.2575,6.2911,8.1092,8.4971,9.3089,8.1065,7.7863,8.3965,9.46,10.5843,S071
9.3194,8.4054,8.1138,7.2895,9.3747,8.4832,7.3901,7.6626,8.1355,7.3986,8.6139,9.4895,10.3311,6.5087,7.6025,9.2647,9.5721,8.5185,10.3388,8.0355,7.5065,7.882,9.5072,9.2473,7.9454,9.5056,,7.6697,8.6904,8.3029,9.2652,8.5705,9.4602,9.9799,,9.3084,9.9811,6.469,8.5361,7.1938,9.9144,7.6338,7.876,7.0648,,7.5783,6.563,8.1241,7.559,8.8867,9.6891,7.9247,7.3424,6.9559,6.8858,7.4537,9.4272,7.9932,7.2146,8.6673,8.8809,8.072,8.8527,7.4891,10.0253,9.094,8.7453,8.8657,7.7759,8.0572,8.1588,8.6516,7.9962,9.6029,8.5549,,9.2689,7.1086,,8.0949,7.6103,8.3391,6.4206,7.7899,9.1626,8.9315,8.8084,8.1227,10.7277,6.7564,7.1678,8.4681,8.1776,7.8994,9.0268,7.2475,8.7358,8.6113,9.0585,5.1834,7.8705,7.4958,8.0097,8.4707,9.6891,8.9711,7.3208,8.4241,6.6564,9.6171,7.4327,7.6735,7.9458,9.2874,8.1016,8.3089,9.2781,7.124,6.4998,8.0841,7.6343,7.6725,7.824,7.2516,8.2341,8.7881,8.4675,8.4064,8.4232,10.1455,7.1352,8.5507,7.147,8.1454,,9.1149,7.0093,8.6053,7.6794,8.1483,9.9708,8.5459,9.319,8.6694,8.3011,7.3751,8.5403,8.345,9.0333,8.8938,9.1053,9.5396,,7.9499,9.2519,7.9554,7.9854,7.3409,7.1302,6.977,8.4833,8.5091,9.0197,8.3465,8.7417,8.0207,10.0173,9.3392,8.967,8.1624,9.2573,9.5123,8.514,8.2191,8.5764,8.0739,8.4818,7.3962,9.0432,8.6901,7.7902,7.606,8.4754,8.1295,7.1293,8.9875,7.819,8.2526,7.6506,8.6807,7.9196,9.7179,8.2957,10.5901,8.1883,9.5124,9.301,9.4543,8.0858,8.1145,9.6301,7.9802,7.861,8.3818,8.9841,9.3737,7.7319,8.052,7.7961,7.9309,10.5353,9.2437,,7.1458,8.7036,8.7894,6.9358,7.7833,7.9571,7.8811,8.4539,8.2599,7.4759,9.204,7.5218,9.0125,9.2323,7.8851,9.7815,6.9803,8.3273,7.9952,9.7386,8.6181,7.837,9.3813,7.8055,,7.8381,9.1511,S072
9.6748,7.2423,8.4638,8.4254,8.3325,8.0373,8.4407,8.6533,10.2499,7.9534,8.3676,9.8098,7.6019,9.4975,8.8315,9.3394,8.4151,8.0558,8.08,9.5682,9.6766,9.2827,8.4165,7.2038,9.0642,9.7867,7.3122,7.144,8.0362,8.7189,8.3931,9.9115,8.5833,8.0359,8.3983,7.5238,7.5513,,8.1291,8.5131,9.463,8.1124,8.0063,9.2201,7.7949,8.9381,9.9541,7.6075,7.3005,8.2572,9.0792,8.3497,11.2996,7.1515,8.6393,6.9459,9.2944,7.5007,8.1529,9.6333,8.7037,7.0428,8.2165,8.8423,7.6189,8.6754,6.6005,9.1501,7.4289,7.6154,9.8942,8.7617,7.9305,7.1419,8.3895,6.9133,8.7674,8.334,9.4424,6.8766,7.6783,8.4353,7.5621,9.8991,6.7661,8.4537,8.3157,7.5484,7.9412,9.4052,7.5712,7.4744,5.5727,8.6197,7.7808,8.3909,10.1828,8.5222,8.7345,6.6254,8.787,7.8796,8.1448,9.1453,7.109,7.8919,9.1287,7.7746,8.9704,8.4274,8.5469,6.8746,8.5091,,7.0832,7.4451,8.0144,8.6416,7.8823,8.204,8.9812,7.9177,8.0547,9.4505,7.878,8.2349,7.1713,8.243,9.4393,,8.1515,8.4576,8.0552,7.0096,7.3656,8.9058,8.1046,8.8086,8.6907,9.848,9.9793,9.0875,6.9662,7.6805,7.805,8.9078,9.0394,7.2821,8.662,9.2993,8.7009,7.8457,9.2664,7.3505,7.7978,6.5362,9.4844,7.6032,8.0421,7.8227,8.8159,7.2603,8.5785,9.3038,8.1188,8.4575,7.7034,9.8051,8.9049,6.9389,9.0636,9.1683,9.433,8.1556,7.4842,8.1085,8.6574,8.1079,8.2726,8.6293,9.1873,8.5427,8.9997,9.57,7.5747,9.2123,8.4,9.2912,8.1669,8.5426,8.0841,9.8194,7.7815,8.2031,8.1887,7.5514,9.8252,7.7807,8.3778,7.5768,7.7799,8.8371,,8.8176,8.2586,7.6485,9.615,8.1896,9.7959,10.4592,9.4375,9.4823,9.3001,7.074,7.3093,8.3175,8.6322,9.9365,8.8362,8.0549,7.5349,8.5547,8.0567,8.2067,8.2641,6.7071,7.523,8.692,8.9345,8.2003,8.8041,10.1396,8.8765,7.0454,8.7951,6.921,8.6129,8.5831,8.301,8.4531,S073
8.75,9.857,10.0746,9.6513,8.131,7.4668,7.7181,7.9408,10.154,7.986,,9.766,9.2025,7.4823,7.6792,7.9579,10.0622,10.6173,7.6544,8.7679,8.3492,9.3074,8.7378,9.8086,8.5789,8.7902,8.4187,7.6728,9.1705,,7.8502,9.1392,9.0047,8.7678,6.6743,8.0971,8.1725,7.7738,8.4603,9.419,8.7968,8.037,9.3887,8.9652,7.8379,8.7476,9.2235,8.427,9.3554,9.4151,9.0018,9.2134,8.9386,8.0634,7.4894,8.0229,7.7768,7.435,9.8758,8.1099,9.9606,8.3731,7.1944,9.3049,7.8252,6.3518,10.0603,8.8732,8.5707,8.9562,9.0473,10.9001,7.3086,8.0087,8.9769,9.6373,8.0193,9.0634,8.8757,8.8197,,,7.1501,9.1484,8.1866,9.1617,9.5283,9.1984,9.1054,8.4562,9.1021,8.3703,9.6463,8.8545,8.5497,7.2379,8.4123,,8.4412,10.2387,7.0709,7.6414,8.6081,7.3989,7.7522,7.4587,7.2269,7.8471,8.9096,8.2519,9.0932,8.5155,7.5006,9.38,7.762,9.0054,9.7536,6.864,9.7045,8.8465,8.4676,8.0687,9.37,8.5412,9.4412,9.2957,8.523,7.3459,9.2268,7.291,8.2916,9.4933,8.3579,7.8862,10.2701,6.4034,7.7753,7.6762,7.978,8.8552,8.8234,7.6752,8.583,8.7629,9.8811,9.6675,9.2609,8.5469,6.9827,8.5611,7.6928,8.2485,8.6034,9.4281,9.9164,10.7382,7.9508,8.8323,10.3466,8.4003,8.1493,8.7244,8.9818,7.9385,9.1437,7.5112,7.5173,7.6531,8.5204,6.8846,8.9615,10.2257,9.1036,9.6143,8.229,7.1716,8.3831,10.4958,8.948,7.3056,8.4687,8.5265,8.4729,9.0094,8.46,9.47,7.9831,9.1057,9.6432,8.8719,8.5905,8.3583,9.6445,8.1796,8.9695,7.9364,9.4046,7.8749,9.9756,9.6055,7.5175,8.926,7.874,7.9995,7.2832,8.7107,8.0158,10.2163,9.2918,7.7127,8.4529,8.5716,7.9784,7.9402,7.2087,8.456,9.0718,9.5721,9.3241,8.6746,8.7812,8.0044,8.1686,7.9976,9.4607,9.0813,8.1075,8.2662,8.8006,8.0338,8.1968,8.8288,9.3258,8.6064,8.2855,8.8667,8.7121,9.6274,10.5412,8.0898,S074
,10.3095,8.785,9.0219,8.8591,8.9313,7.2166,9.3826,9.8008,8.7817,10.0369,6.8615,9.2362,8.1524,8.1894,8.766,7.5568,7.6137,8.4287,6.2523,9.1148,8.5527,,9.3912,7.349,8.2077,9.0422,9.8786,7.5459,10.0198,7.9906,7.4209,11.0891,10.899,9.2732,9.4263,7.7691,8.7557,8.3102,9.5854,8.6882,7.1691,8.8116,7.8993,8.9083,9.1204,8.0705,7.9065,8.8917,7.8222,8.5124,8.1694,9.102,10.1656,8.9117,8.1405,8.6738,7.7058,8.1466,9.3222,7.7768,9.7753,9.4148,8.0348,7.4138,8.1402,8.9875,6.8345,7.7409,9.6509,8.0072,10.3723,8.4879,7.1915,10.0234,8.0462,8.8203,9.3078,8.4129,8.5862,8.6319,9.7569,8.7699,8.2888,9.8363,7.4526,8.4442,8.7829,9.2702,7.828,9.9135,8.3104,9.0463,6.3259,8.8192,10.4792,8.6351,8.1487,10.3284,9.2692,8.6369,7.3406,9.4661,9.4057,8.2185,6.916,10.2266,8.8723,8.4959,8.714,9.0916,8.0668,9.7021,9.0962,6.6827,7.755,7.8391,8.758,7.8161,10.1368,8.1212,9.3764,,7.8889,7.0637,8.9815,9.7146,7.9333,10.5896,8.3444,8.4129,8.0538,8.1712,8.7967,8.5248,8.3692,6.8205,8.9941,7.6627,8.2526,9.5347,8.244,8.9142,9.0677,8.9346,8.5975,8.2824,9.4367,8.8959,,8.5942,9.4524,8.4621,8.1978,8.5193,,8.8046,8.1014,8.7492,8.3813,9.1256,8.6913,8.8157,8.7351,8.0799,9.0156,6.6392,8.4502,8.0888,7.5736,10.1679,7.5027,9.1573,8.3336,8.5841,7.8917,8.2128,8.7109,9.1516,7.7088,7.8599,8.7031,9.3633,8.44,8.7089,8.8125,7.1833,7.4888,9.0786,10.1569,8.4371,9.9152,9.071,7.7577,8.1555,8.7024,7.6472,9.3734,8.8614,9.8231,9.1137,8.8776,8.9402,9.3767,8.7016,8.8188,8.7759,9.3846,9.8868,8.5772,8.107,7.7686,9.3976,7.5746,8.956,9.1365,9.2873,7.937,8.5253,8.7947,9.7578,8.1681,8.1853,8.5904,10.0207,8.2654,9.427,8.5293,8.4246,8.5688,9.0556,8.115,8.352,6.4703,9.2647,10.6615,8.6239,8.2739,8.6116,,S075
7.8049,8.3929,8.9145,8.2179,7.8604,9.5537,7.4886,9.0832,8.5677,5.8315,9.3818,12.3504,7.6702,9.2922,10.2978,7.9443,9.531,10.9256,6.2369,9.1715,8.2338,8.4998,8.072,8.5489,7.8528,8.5429,7.3226,8.206,8.4114,9.3171,8.1383,9.02,8.2636,8.7737,8.2223,8.287,9.4834,8.4414,10.1339,8.4688,7.9791,8.8989,7.87,8.6708,9.5774,8.7318,9.1116,7.7441,8.9275,9.5004,7.9175,7.9228,7.8276,8.948,8.3831,6.6253,9.406,9.1255,9.6905,7.1497,8.1926,8.0731,9.0776,8.0626,7.8407,8.2033,8.7542,9.8142,8.2192,8.3716,7.9516,9.9285,7.8983,9.8032,9.1793,8.578,7.9079,8.5542,8.3079,8.1698,8.3372,8.3955,8.4519,7.941,8.2447,7.9116,8.0335,7.5212,6.7122,8.7037,8.1329,7.5959,8.4986,9.9981,9.1054,9.287,9.8558,7.9104,9.2338,8.6795,9.1724,7.6707,8.3352,7.6739,8.0998,8.0412,8.3451,9.4954,9.0778,7.1358,8.9441,10.3945,8.7529,9.0709,9.3874,8.0485,9.0809,9.5104,8.8439,8.2101,9.4883,8.7695,7.9515,7.0946,8.8867,8.9361,9.3571,8.9713,8.3298,7.4916,8.1256,9.2114,7.9122,7.7171,8.801,7.6847,9.4791,7.6185,8.2167,10.5052,8.0007,8.1567,8.6962,9.4451,8.7129,10.0292,9.0275,7.9316,8.2214,7.4837,8.9223,7.8935,7.3,8.0701,8.4399,8.038,9.3952,8.8742,8.7366,8.5255,8.8869,8.9579,8.3219,10.1125,8.1751,8.518,9.0103,6.9209,8.0744,8.3752,9.1129,8.5295,7.8874,9.2446,8.8917,8.2744,9.1667,8.2346,8.9981,8.9363,7.5484,8.968,10.4367,7.6259,9.0946,9.9909,8.9748,8.747,7.385,8.035,8.3836,7.1566,8.837,7.535,9.0418,7.2201,8.3551,8.0399,11.219,8.7882,8.2265,8.8587,8.9707,7.9892,8.6415,8.0923,8.57,7.5409,9.7577,9.5334,7.6449,8.5187,7.9648,8.3018,8.2741,7.8906,7.2888,8.5313,7.8046,9.7515,8.407,11.4772,9.4587,9.9318,7.2864,8.421,8.053,9.5171,8.3324,9.1131,8.833,7.8443,6.9025,7.6473,8.2317,9.3116,9.8176,8.9719,7.3145,8.5373,S076
8.1539,9.1251,8.3997,9.6756,9.0672,8.6509,8.8032,8.6241,8.9871,8.123,9.263,8.2257,8.3521,7.8652,8.9985,8.1481,7.8267,6.7221,7.879,7.0981,,9.1812,6.723,8.7772,8.732,,7.7021,8.4944,8.3804,7.7208,7.9369,9.2867,8.6801,8.4116,7.6326,7.4058,10.663,8.8796,9.0678,10.1968,7.8326,8.4982,9.1274,,7.1775,8.4471,8.4985,9.127,8.8014,8.5205,11.4622,7.0842,9.258,9.4652,8.5539,7.8439,9.2525,8.5828,8.0985,9.5083,9.3035,8.4557,8.9515,7.3613,8.9511,6.0908,10.3988,8.1179,7.3665,9.2891,7.3599,8.6092,10.0309,9.4275,7.8837,9.0506,9.4451,8.6727,8.9487,7.6868,9.3163,10.476,7.6715,7.544,7.9508,8.9745,9.4578,8.6331,8.2378,9.2115,8.9418,8.3876,7.7782,9.9574,8.8529,8.1599,7.3395,7.9315,7.9596,8.6566,7.4569,9.9509,7.8657,7.996,8.8879,8.4438,7.3262,6.3138,8.5851,9.6911,8.6021,8.6211,8.8197,9.7494,7.1801,8.7807,8.5905,7.2653,8.663,10.4669,9.2453,8.2135,8.2903,8.8926,7.0738,8.2185,7.7981,8.8992,8.4093,7.3293,8.2787,9.0197,8.1902,8.9737,7.9512,9.3557,8.6063,7.9227,8.3401,9.1658,8.1793,8.167,8.5803,8.7152,8.0643,7.2634,8.0345,8.3374,8.4329,7.9747,8.1342,7.1388,7.889,7.8187,7.5667,8.4235,8.6215,7.4242,9.8209,8.7975,8.1888,8.7399,7.5571,9.2761,9.4279,9.4096,9.4496,9.1235,8.1526,7.9687,7.5006,7.8976,8.1919,9.3949,8.8953,7.0473,9.9849,8.6717,8.8474,9.0021,8.6883,8.527,6.855,8.7038,8.4841,7.5941,7.0715,9.02,,8.1062,8.6712,9.1261,8.9064,9.493,7.2693,8.3578,8.5655,8.1373,7.9048,7.9965,10.0192,8.4894,8.5274,9.1493,7.4458,7.7853,9.0694,8.6335,9.2814,8.7996,8.3461,8.2581,9.4338,9.0909,7.7333,9.0998,10.5852,10.0912,6.5429,8.6023,7.5269,7.9495,8.0192,7.4337,10.5172,7.7857,10.3523,9.2767,8.0443,8.2908,7.6923,10.412,9.4022,8.569,9.2504,8.2826,8.6741,8.3414,7.0913,8.1288,S077
8.2937,9.4562,8.118,8.3307,8.3353,8.8266,8.316,6.8504,7.9584,9.6872,9.5584,7.7834,8.7195,8.1648,7.8705,8.1598,9.4278,8.2875,9.4134,8.7968,9.2926,8.3869,8.8305,7.4619,7.7857,7.4787,8.4711,9.1707,9.7337,8.9964,11.679,8.5798,7.6126,8.25,7.2792,8.7044,9.2762,8.0091,9.0765,8.6932,7.9334,8.0912,8.924,7.8659,9.1481,8.0103,7.8383,9.1013,7.8648,8.8657,6.49,8.3362,6.9874,6.9219,8.756,8.7823,7.8101,7.3312,8.0642,7.5351,9.1054,9.4593,10.1634,7.8143,7.9869,8.8917,8.4861,9.9927,7.6737,8.4658,7.6657,8.7629,7.8933,7.7784,7.1971,7.9801,9.0065,5.9189,10.4654,7.9605,8.7313,8.5526,8.6064,9.0887,7.5607,9.2238,9.1855,9.7555,8.45,8.5555,8.3216,8.016,8.4674,9.6301,8.1294,9.5525,7.4964,8.5143,7.3789,8.9724,8.6957,8.4437,7.7198,6.5514,9.5503,9.8909,9.5848,5.9523,7.6198,8.152,8.4828,8.1315,10.6479,5.5719,8.3413,8.9834,7.5012,8.412,7.8642,8.8086,9.9817,8.3319,9.5414,9.5155,8.4227,8.5596,9.1499,7.2056,9.534,8.5913,8.9583,8.4757,8.328,9.7125,7.6665,8.1057,7.3549,9.6303,7.6154,8.2616,8.5088,8.53,7.2414,7.9612,10.5087,8.0164,8.747,9.0912,7.8242,7.0269,7.88,9.2177,8.2561,9.4005,8.0194,7.1647,9.8789,8.5233,8.6837,7.9147,7.7026,7.8014,8.4961,6.9299,6.7235,8.9519,9.6572,10.3696,7.2226,9.5202,8.3954,7.899,8.9793,7.429,7.7624,6.9976,8.6225,9.1155,9.0536,9.0802,9.1807,8.7179,8.446,6.438,8.9331,8.8077,7.9522,9.5586,9.1642,8.6737,8.673,8.3033,9.7367,9.3313,9.2108,7.5107,9.206,8.9429,7.9887,8.3405,8.7064,9.0043,8.5294,9.8572,8.4145,8.1813,10.2732,7.8741,8.54,7.7028,9.066,7.792,7.1994,7.7039,9.1946,8.8356,8.4544,8.6436,7.0391,7.6291,9.2829,9.3183,9.6222,8.8279,8.873,9.0893,7.8153,9.4022,7.0507,8.2815,9.1423,10.0314,7.9147,7.4191,8.6763,9.6206,7.4379,9.1275,8.1004,6.9426,S078
8.8076,7.5526,8.3265,7.3439,7.6372,9.9762,8.9206,8.4274,8.6639,8.531,9.6145,9.667,8.6446,7.942,8.1226,6.2372,8.1957,7.1715,10.0735,8.3183,8.1247,9.9462,8.2163,7.3997,8.2209,8.0602,9.1333,9.5736,8.5003,8.8378,8.3518,6.2482,,8.0933,8.7365,9.2323,9.459,9.4085,8.8818,9.9527,7.3392,8.7887,8.3496,7.8029,7.7648,8.8161,9.8549,9.2953,8.7208,8.963,6.5926,8.0067,8.1323,9.5469,8.1981,8.4191,8.2685,9.5927,8.7564,8.8051,8.6707,9.1319,7.7007,9.2335,8.5448,8.2579,9.8092,7.725,8.7375,7.9832,9.1787,8.2991,8.5064,9.0263,8.0876,7.7727,,10.1059,8.7296,8.6405,8.9712,8.477,8.8517,8.1817,8.7965,7.7884,8.4757,7.3735,7.4796,7.6516,8.2741,8.645,8.3589,8.9651,8.8055,9.5474,8.558,,7.1594,8.9421,8.1391,7.5238,9.3257,8.4891,8.1613,7.9775,8.2284,8.6409,10.6438,10.3262,9.2353,8.1808,9.3723,7.9237,8.8469,8.3078,8.2848,7.1985,9.455,8.4091,8.0652,8.6373,9.1963,8.2891,9.3793,9.6825,8.5784,7.5322,8.6888,8.0949,8.9405,8.4914,8.3679,7.4501,7.4043,8.7834,8.2815,9.838,8.3766,9.1887,8.3202,8.5653,11.3116,8.3934,7.4747,7.3496,10.7537,8.92,8.6992,8.8012,8.6984,9.4904,8.2488,8.6235,8.212,8.3494,8.6283,7.9467,9.6601,8.4698,9.8867,8.5999,9.0987,8.5897,9.78,8.2811,9.1163,6.3252,8.445,7.8702,8.4742,7.7771,9.0257,10.3261,9.3771,8.3574,8.0982,8.5656,9.4961,8.0751,10.8091,8.4016,11.1298,9.8524,8.4956,9.1422,7.898,9.2655,10.1176,7.6064,9.2951,8.2801,8.4453,6.7424,9.06,8.6504,6.6117,8.463,7.7832,8.0675,8.4944,8.8311,10.1474,8.5021,8.7065,8.701,8.5833,8.7557,7.4592,7.7851,8.7557,8.5851,8.7336,8.1903,8.5753,8.2911,8.1092,8.9555,7.4767,9.5243,8.0856,8.0829,8.0406,7.4448,10.2447,9.1432,8.2337,7.3408,8.5434,6.8995,7.9149,6.8281,8.7431,8.2201,9.3418,8.5468,9.1031,9.2193,10.0224,7.9774,S079
8.418,7.6373,8.0781,8.2221,5.8398,9.6819,8.53,7.7059,10.0413,9.2759,7.5201,9.183,9.2509,9.284,9.2189,8.7502,9.3326,8.246,7.2999,7.8419,9.1978,8.7389,7.4869,9.4441,7.8437,8.2259,7.9598,8.0999,9.5852,8.9434,9.3362,9.9002,5.379,9.0497,7.6816,10.5559,9.7974,9.3627,7.5997,8.1357,9.204,7.0732,9.1351,8.9954,9.0699,8.5211,8.45,6.6383,9.1236,7.447,9.1823,9.0967,9.1292,8.989,8.1682,8.2248,8.4621,7.725,9.0105,7.8231,7.8498,7.3907,8.4438,9.1117,8.935,8.2011,8.4469,10.5443,6.539,8.3926,7.6702,8.5678,8.5264,8.6057,7.5338,8.4816,,6.6204,9.8145,,9.5423,8.9158,8.7013,,7.5337,7.7024,9.7659,8.692,9.0263,7.9609,7.984,8.3402,8.5205,8.6005,8.523,7.9717,9.6048,8.664,9.8475,,8.0155,10.3574,9.8813,10.1427,8.6284,7.9041,8.176,8.8606,7.808,9.1448,9.2783,7.484,10.3822,8.4148,7.6105,8.8406,8.624,7.7745,9.0629,8.9901,8.5575,9.5402,9.7121,9.764,6.0709,9.5253,8.0189,8.8066,9.8751,8.6459,8.2386,8.4227,8.9837,8.1775,9.9274,7.3408,8.9674,9.2239,8.2648,9.8435,7.6253,8.3824,9.1818,8.6729,8.0347,7.6356,9.0855,9.5917,8.1888,8.6227,8.2899,9.6368,8.8963,6.0551,10.773,,9.2227,7.552,8.8273,8.2132,9.6917,10.2223,8.8762,8.4999,9.3883,9.5874,8.9428,6.8725,8.7462,8.4547,9.284,8.3192,7.4417,7.3336,8.5956,10.0974,8.5839,9.1477,8.4703,8.6357,10.094,,8.9074,8.6403,8.16,9.3501,8.3432,8.1506,8.0205,8.6337,8.5806,9.4591,7.2007,8.8048,8.9782,8.4955,8.0974,8.6572,9.5727,10.0538,9.4912,8.1391,9.7787,8.7626,8.4623,8.9142,8.3058,8.8447,7.6118,8.3067,7.8227,7.1272,9.4383,8.6324,7.6623,8.8644,8.4779,8.7825,6.5262,7.6111,9.5105,8.1658,8.7336,8.8275,9.0001,8.9641,8.421,9.1814,7.999,10.3456,8.178,8.7623,8.9958,7.2197,8.5658,8.7813,9.9114,8.4352,7.9842,8.8899,S080
